code	billable	short_desc	long_desc	three_digit	major	sub_chapter	chapter	ICD_MAJOR	ICD_FORMATTED	ICD_lower	concat	system	organ	histology_0	histology_1	histology_2
C140	TRUE	Malignant neoplasm of pharynx, unspecified	Malignant neoplasm of pharynx, unspecified	C14	Malig neoplasm of sites in the lip, oral cavity and pharynx	Malignant Neoplasms Of Lip, Oral Cavity And Pharynx	Neoplasms	C14	C14.0	c140	c140 malignant neoplasm of pharynx unspecified malignant neoplasms of lip oral cavity malig neoplasm of sites in the lip oral cavity	respiratory	lip, oral cavity and pharynx			
C142	TRUE	Malignant neoplasm of Waldeyer's ring	Malignant neoplasm of Waldeyer's ring	C14	Malig neoplasm of sites in the lip, oral cavity and pharynx	Malignant Neoplasms Of Lip, Oral Cavity And Pharynx	Neoplasms	C14	C14.2	c142	c142 malignant neoplasm of waldeyer s ring malignant neoplasms of lip oral cavity malig neoplasm of sites in the lip oral cavity		lip, oral cavity and pharynx			
C148	TRUE	Malig neoplm of ovrlp sites of lip, oral cavity and pharynx	Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx	C14	Malig neoplasm of sites in the lip, oral cavity and pharynx	Malignant Neoplasms Of Lip, Oral Cavity And Pharynx	Neoplasms	C14	C14.8	c148	c148 malignant neoplasm of overlapping sites of lip oral cavity malignant neoplasms of lip oral cavity malig neoplasm of sites in the lip oral cavity		lip, oral cavity and pharynx			
C15	FALSE	Malignant neoplasm of esophagus	Malignant neoplasm of esophagus	C15	Malignant neoplasm of esophagus	Malignant Neoplasms Of Digestive Organs	Neoplasms	C15	C15.	c15	c15 malignant neoplasm of esophagus malignant neoplasms of digestive organs malignant neoplasm of esophagus	digestive	esophagus			
C153	TRUE	Malignant neoplasm of upper third of esophagus	Malignant neoplasm of upper third of esophagus	C15	Malignant neoplasm of esophagus	Malignant Neoplasms Of Digestive Organs	Neoplasms	C15	C15.3	c153	c153 malignant neoplasm of upper third of esophagus malignant neoplasms of digestive organs malignant neoplasm of esophagus	digestive	esophagus			
C154	TRUE	Malignant neoplasm of middle third of esophagus	Malignant neoplasm of middle third of esophagus	C15	Malignant neoplasm of esophagus	Malignant Neoplasms Of Digestive Organs	Neoplasms	C15	C15.4	c154	c154 malignant neoplasm of middle third of esophagus malignant neoplasms of digestive organs malignant neoplasm of esophagus	digestive	esophagus			
C155	TRUE	Malignant neoplasm of lower third of esophagus	Malignant neoplasm of lower third of esophagus	C15	Malignant neoplasm of esophagus	Malignant Neoplasms Of Digestive Organs	Neoplasms	C15	C15.5	c155	c155 malignant neoplasm of lower third of esophagus malignant neoplasms of digestive organs malignant neoplasm of esophagus	digestive	esophagus			
C158	TRUE	Malignant neoplasm of overlapping sites of esophagus	Malignant neoplasm of overlapping sites of esophagus	C15	Malignant neoplasm of esophagus	Malignant Neoplasms Of Digestive Organs	Neoplasms	C15	C15.8	c158	c158 malignant neoplasm of overlapping sites of esophagus malignant neoplasms of digestive organs malignant neoplasm of esophagus	digestive	esophagus			
C159	TRUE	Malignant neoplasm of esophagus, unspecified	Malignant neoplasm of esophagus, unspecified	C15	Malignant neoplasm of esophagus	Malignant Neoplasms Of Digestive Organs	Neoplasms	C15	C15.9	c159	c159 malignant neoplasm of esophagus unspecified malignant neoplasms of digestive organs malignant neoplasm of esophagus	digestive	esophagus			
C16	FALSE	Malignant neoplasm of stomach	Malignant neoplasm of stomach	C16	Malignant neoplasm of stomach	Malignant Neoplasms Of Digestive Organs	Neoplasms	C16	C16.	c16	c16 malignant neoplasm of stomach malignant neoplasms of digestive organs malignant neoplasm of stomach	digestive	stomach			
C160	TRUE	Malignant neoplasm of cardia	Malignant neoplasm of cardia	C16	Malignant neoplasm of stomach	Malignant Neoplasms Of Digestive Organs	Neoplasms	C16	C16.0	c160	c160 malignant neoplasm of cardia malignant neoplasms of digestive organs malignant neoplasm of stomach	digestive	stomach			
C161	TRUE	Malignant neoplasm of fundus of stomach	Malignant neoplasm of fundus of stomach	C16	Malignant neoplasm of stomach	Malignant Neoplasms Of Digestive Organs	Neoplasms	C16	C16.1	c161	c161 malignant neoplasm of fundus of stomach malignant neoplasms of digestive organs malignant neoplasm of stomach	digestive	stomach			
C162	TRUE	Malignant neoplasm of body of stomach	Malignant neoplasm of body of stomach	C16	Malignant neoplasm of stomach	Malignant Neoplasms Of Digestive Organs	Neoplasms	C16	C16.2	c162	c162 malignant neoplasm of body of stomach malignant neoplasms of digestive organs malignant neoplasm of stomach	digestive	stomach			
C163	TRUE	Malignant neoplasm of pyloric antrum	Malignant neoplasm of pyloric antrum	C16	Malignant neoplasm of stomach	Malignant Neoplasms Of Digestive Organs	Neoplasms	C16	C16.3	c163	c163 malignant neoplasm of pyloric antrum malignant neoplasms of digestive organs malignant neoplasm of stomach	digestive	stomach			
C164	TRUE	Malignant neoplasm of pylorus	Malignant neoplasm of pylorus	C16	Malignant neoplasm of stomach	Malignant Neoplasms Of Digestive Organs	Neoplasms	C16	C16.4	c164	c164 malignant neoplasm of pylorus malignant neoplasms of digestive organs malignant neoplasm of stomach	digestive	stomach			
C165	TRUE	Malignant neoplasm of lesser curvature of stomach, unsp	Malignant neoplasm of lesser curvature of stomach, unspecified	C16	Malignant neoplasm of stomach	Malignant Neoplasms Of Digestive Organs	Neoplasms	C16	C16.5	c165	c165 malignant neoplasm of lesser curvature of stomach unspecified malignant neoplasms of digestive organs malignant neoplasm of stomach	digestive	stomach			
C166	TRUE	Malignant neoplasm of greater curvature of stomach, unsp	Malignant neoplasm of greater curvature of stomach, unspecified	C16	Malignant neoplasm of stomach	Malignant Neoplasms Of Digestive Organs	Neoplasms	C16	C16.6	c166	c166 malignant neoplasm of greater curvature of stomach unspecified malignant neoplasms of digestive organs malignant neoplasm of stomach	digestive	stomach			
C168	TRUE	Malignant neoplasm of overlapping sites of stomach	Malignant neoplasm of overlapping sites of stomach	C16	Malignant neoplasm of stomach	Malignant Neoplasms Of Digestive Organs	Neoplasms	C16	C16.8	c168	c168 malignant neoplasm of overlapping sites of stomach malignant neoplasms of digestive organs malignant neoplasm of stomach	digestive	stomach			
C169	TRUE	Malignant neoplasm of stomach, unspecified	Malignant neoplasm of stomach, unspecified	C16	Malignant neoplasm of stomach	Malignant Neoplasms Of Digestive Organs	Neoplasms	C16	C16.9	c169	c169 malignant neoplasm of stomach unspecified malignant neoplasms of digestive organs malignant neoplasm of stomach	digestive	stomach			
C17	FALSE	Malignant neoplasm of small intestine	Malignant neoplasm of small intestine	C17	Malignant neoplasm of small intestine	Malignant Neoplasms Of Digestive Organs	Neoplasms	C17	C17.	c17	c17 malignant neoplasm of small intestine malignant neoplasms of digestive organs malignant neoplasm of small intestine	digestive	small intestine			
C170	TRUE	Malignant neoplasm of duodenum	Malignant neoplasm of duodenum	C17	Malignant neoplasm of small intestine	Malignant Neoplasms Of Digestive Organs	Neoplasms	C17	C17.0	c170	c170 malignant neoplasm of duodenum malignant neoplasms of digestive organs malignant neoplasm of small intestine	digestive	small intestine			
C171	TRUE	Malignant neoplasm of jejunum	Malignant neoplasm of jejunum	C17	Malignant neoplasm of small intestine	Malignant Neoplasms Of Digestive Organs	Neoplasms	C17	C17.1	c171	c171 malignant neoplasm of jejunum malignant neoplasms of digestive organs malignant neoplasm of small intestine	digestive	small intestine			
C172	TRUE	Malignant neoplasm of ileum	Malignant neoplasm of ileum	C17	Malignant neoplasm of small intestine	Malignant Neoplasms Of Digestive Organs	Neoplasms	C17	C17.2	c172	c172 malignant neoplasm of ileum malignant neoplasms of digestive organs malignant neoplasm of small intestine	digestive	small intestine			
C173	TRUE	Meckel's diverticulum, malignant	Meckel's diverticulum, malignant	C17	Malignant neoplasm of small intestine	Malignant Neoplasms Of Digestive Organs	Neoplasms	C17	C17.3	c173	c173 meckel s diverticulum malignant malignant neoplasms of digestive organs malignant neoplasm of small intestine	digestive	small intestine			
C178	TRUE	Malignant neoplasm of overlapping sites of small intestine	Malignant neoplasm of overlapping sites of small intestine	C17	Malignant neoplasm of small intestine	Malignant Neoplasms Of Digestive Organs	Neoplasms	C17	C17.8	c178	c178 malignant neoplasm of overlapping sites of small intestine malignant neoplasms of digestive organs malignant neoplasm of small intestine	digestive	small intestine			
C179	TRUE	Malignant neoplasm of small intestine, unspecified	Malignant neoplasm of small intestine, unspecified	C17	Malignant neoplasm of small intestine	Malignant Neoplasms Of Digestive Organs	Neoplasms	C17	C17.9	c179	c179 malignant neoplasm of small intestine unspecified malignant neoplasms of digestive organs malignant neoplasm of small intestine	digestive	small intestine			
C18	FALSE	Malignant neoplasm of colon	Malignant neoplasm of colon	C18	Malignant neoplasm of colon	Malignant Neoplasms Of Digestive Organs	Neoplasms	C18	C18.	c18	c18 malignant neoplasm of colon malignant neoplasms of digestive organs malignant neoplasm of colon	digestive	﻿colorectal			
C180	TRUE	Malignant neoplasm of cecum	Malignant neoplasm of cecum	C18	Malignant neoplasm of colon	Malignant Neoplasms Of Digestive Organs	Neoplasms	C18	C18.0	c180	c180 malignant neoplasm of cecum malignant neoplasms of digestive organs malignant neoplasm of colon	digestive	﻿colorectal			
C181	TRUE	Malignant neoplasm of appendix	Malignant neoplasm of appendix	C18	Malignant neoplasm of colon	Malignant Neoplasms Of Digestive Organs	Neoplasms	C18	C18.1	c181	c181 malignant neoplasm of appendix malignant neoplasms of digestive organs malignant neoplasm of colon	digestive	﻿colorectal			
C182	TRUE	Malignant neoplasm of ascending colon	Malignant neoplasm of ascending colon	C18	Malignant neoplasm of colon	Malignant Neoplasms Of Digestive Organs	Neoplasms	C18	C18.2	c182	c182 malignant neoplasm of ascending colon malignant neoplasms of digestive organs malignant neoplasm of colon	digestive	﻿colorectal			
C183	TRUE	Malignant neoplasm of hepatic flexure	Malignant neoplasm of hepatic flexure	C18	Malignant neoplasm of colon	Malignant Neoplasms Of Digestive Organs	Neoplasms	C18	C18.3	c183	c183 malignant neoplasm of hepatic flexure malignant neoplasms of digestive organs malignant neoplasm of colon	digestive	liver			
C184	TRUE	Malignant neoplasm of transverse colon	Malignant neoplasm of transverse colon	C18	Malignant neoplasm of colon	Malignant Neoplasms Of Digestive Organs	Neoplasms	C18	C18.4	c184	c184 malignant neoplasm of transverse colon malignant neoplasms of digestive organs malignant neoplasm of colon	digestive	﻿colorectal			
C185	TRUE	Malignant neoplasm of splenic flexure	Malignant neoplasm of splenic flexure	C18	Malignant neoplasm of colon	Malignant Neoplasms Of Digestive Organs	Neoplasms	C18	C18.5	c185	c185 malignant neoplasm of splenic flexure malignant neoplasms of digestive organs malignant neoplasm of colon	digestive	spleen			
C186	TRUE	Malignant neoplasm of descending colon	Malignant neoplasm of descending colon	C18	Malignant neoplasm of colon	Malignant Neoplasms Of Digestive Organs	Neoplasms	C18	C18.6	c186	c186 malignant neoplasm of descending colon malignant neoplasms of digestive organs malignant neoplasm of colon	digestive	﻿colorectal			
C187	TRUE	Malignant neoplasm of sigmoid colon	Malignant neoplasm of sigmoid colon	C18	Malignant neoplasm of colon	Malignant Neoplasms Of Digestive Organs	Neoplasms	C18	C18.7	c187	c187 malignant neoplasm of sigmoid colon malignant neoplasms of digestive organs malignant neoplasm of colon	digestive	﻿colorectal			
C188	TRUE	Malignant neoplasm of overlapping sites of colon	Malignant neoplasm of overlapping sites of colon	C18	Malignant neoplasm of colon	Malignant Neoplasms Of Digestive Organs	Neoplasms	C18	C18.8	c188	c188 malignant neoplasm of overlapping sites of colon malignant neoplasms of digestive organs malignant neoplasm of colon	digestive	﻿colorectal			
C189	TRUE	Malignant neoplasm of colon, unspecified	Malignant neoplasm of colon, unspecified	C18	Malignant neoplasm of colon	Malignant Neoplasms Of Digestive Organs	Neoplasms	C18	C18.9	c189	c189 malignant neoplasm of colon unspecified malignant neoplasms of digestive organs malignant neoplasm of colon	digestive	﻿colorectal			
C19	TRUE	Malignant neoplasm of rectosigmoid junction	Malignant neoplasm of rectosigmoid junction	C19	Malignant neoplasm of rectosigmoid junction	Malignant Neoplasms Of Digestive Organs	Neoplasms	C19	C19.	c19	c19 malignant neoplasm of rectosigmoid junction malignant neoplasms of digestive organs malignant neoplasm of rectosigmoid junction	digestive	﻿colorectal			
C20	TRUE	Malignant neoplasm of rectum	Malignant neoplasm of rectum	C20	Malignant neoplasm of rectum	Malignant Neoplasms Of Digestive Organs	Neoplasms	C20	C20.	c20	c20 malignant neoplasm of rectum malignant neoplasms of digestive organs malignant neoplasm of rectum	digestive	colorectal			
C21	FALSE	Malignant neoplasm of anus and anal canal	Malignant neoplasm of anus and anal canal	C21	Malignant neoplasm of anus and anal canal	Malignant Neoplasms Of Digestive Organs	Neoplasms	C21	C21.	c21	c21 malignant neoplasm of anus malignant neoplasms of digestive organs malignant neoplasm of anus	digestive	anus			
C210	TRUE	Malignant neoplasm of anus, unspecified	Malignant neoplasm of anus, unspecified	C21	Malignant neoplasm of anus and anal canal	Malignant Neoplasms Of Digestive Organs	Neoplasms	C21	C21.0	c210	c210 malignant neoplasm of anus unspecified malignant neoplasms of digestive organs malignant neoplasm of anus	digestive	anus			
C211	TRUE	Malignant neoplasm of anal canal	Malignant neoplasm of anal canal	C21	Malignant neoplasm of anus and anal canal	Malignant Neoplasms Of Digestive Organs	Neoplasms	C21	C21.1	c211	c211 malignant neoplasm of anal canal malignant neoplasms of digestive organs malignant neoplasm of anus	digestive	anus			
C212	TRUE	Malignant neoplasm of cloacogenic zone	Malignant neoplasm of cloacogenic zone	C21	Malignant neoplasm of anus and anal canal	Malignant Neoplasms Of Digestive Organs	Neoplasms	C21	C21.2	c212	c212 malignant neoplasm of cloacogenic zone malignant neoplasms of digestive organs malignant neoplasm of anus	digestive	anus			
C218	TRUE	Malig neoplasm of ovrlp sites of rectum, anus and anal canal	Malignant neoplasm of overlapping sites of rectum, anus and anal canal	C21	Malignant neoplasm of anus and anal canal	Malignant Neoplasms Of Digestive Organs	Neoplasms	C21	C21.8	c218	c218 malignant neoplasm of overlapping sites of rectum anus malignant neoplasms of digestive organs malignant neoplasm of anus	digestive	colorectal			
C22	FALSE	Malignant neoplasm of liver and intrahepatic bile ducts	Malignant neoplasm of liver and intrahepatic bile ducts	C22	Malignant neoplasm of liver and intrahepatic bile ducts	Malignant Neoplasms Of Digestive Organs	Neoplasms	C22	C22.	c22	c22 malignant neoplasm of liver malignant neoplasms of digestive organs malignant neoplasm of liver	digestive	liver			
C220	TRUE	Liver cell carcinoma	Liver cell carcinoma	C22	Malignant neoplasm of liver and intrahepatic bile ducts	Malignant Neoplasms Of Digestive Organs	Neoplasms	C22	C22.0	c220	c220 liver cell carcinoma malignant neoplasms of digestive organs malignant neoplasm of liver	digestive	liver	carcinoma		
C221	TRUE	Intrahepatic bile duct carcinoma	Intrahepatic bile duct carcinoma	C22	Malignant neoplasm of liver and intrahepatic bile ducts	Malignant Neoplasms Of Digestive Organs	Neoplasms	C22	C22.1	c221	c221 intrahepatic bile duct carcinoma malignant neoplasms of digestive organs malignant neoplasm of liver	digestive	liver	carcinoma		
C222	TRUE	Hepatoblastoma	Hepatoblastoma	C22	Malignant neoplasm of liver and intrahepatic bile ducts	Malignant Neoplasms Of Digestive Organs	Neoplasms	C22	C22.2	c222	c222 hepatoblastoma malignant neoplasms of digestive organs malignant neoplasm of liver	digestive	liver	blastoma	hepato	
C223	TRUE	Angiosarcoma of liver	Angiosarcoma of liver	C22	Malignant neoplasm of liver and intrahepatic bile ducts	Malignant Neoplasms Of Digestive Organs	Neoplasms	C22	C22.3	c223	c223 angiosarcoma of liver malignant neoplasms of digestive organs malignant neoplasm of liver	digestive	liver	sarcoma	angio	
C224	TRUE	Other sarcomas of liver	Other sarcomas of liver	C22	Malignant neoplasm of liver and intrahepatic bile ducts	Malignant Neoplasms Of Digestive Organs	Neoplasms	C22	C22.4	c224	c224 other sarcomas of liver malignant neoplasms of digestive organs malignant neoplasm of liver	digestive	liver	sarcoma		
